Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2002";"2011";
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"3 izby";"gaz z butli";"";"-";;3265;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"4 izby";"ogółem";"";"-";;68519;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"4 izby";"łazienka";"";"-";;67880;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"4 izby";"ciepła woda bieżąca";"";"-";;66994;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"4 izby";"gaz z sieci";"";"-";;63841;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"4 izby";"gaz z butli";"";"-";;2030;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"5 izb i więcej";"ogółem";"";"-";;45108;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"5 izb i więcej";"łazienka";"";"-";;44828;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"5 izb i więcej";"ciepła woda bieżąca";"";"-";;44222;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"5 izb i więcej";"gaz z sieci";"";"-";;31872;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz liczby izb (Wymiary: Liczba izb; Rodzaj wyposażenia)";"5 izb i więcej";"gaz z butli";"";"-";;5404;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"ogółem";"łazienka";"";"-";;245443;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"ogółem";"ciepła woda bieżąca";"";"-";;242681;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"ogółem";"gaz z sieci";"";"-";;215859;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"ogółem";"gaz z butli";"";"-";;15374;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"przed 1918";"ogółem";"";"-";;40014;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"przed 1918";"łazienka";"";"-";;33722;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"przed 1918";"ciepła woda bieżąca";"";"-";;33016;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"przed 1918";"gaz z sieci";"";"-";;38663;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"przed 1918";"gaz z butli";"";"-";;812;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1918 - 1944";"ogółem";"";"-";;32020;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1918 - 1944";"łazienka";"";"-";;30163;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1918 - 1944";"ciepła woda bieżąca";"";"-";;28761;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1918 - 1944";"gaz z sieci";"";"-";;29770;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1918 - 1944";"gaz z butli";"";"-";;1517;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1945 - 1970";"ogółem";"";"-";;42143;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1945 - 1970";"łazienka";"";"-";;41535;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1945 - 1970";"ciepła woda bieżąca";"";"-";;41192;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1945 - 1970";"gaz z sieci";"";"-";;41249;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1945 - 1970";"gaz z butli";"";"-";;421;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1971 - 1978";"ogółem";"";"-";;38889;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1971 - 1978";"łazienka";"";"-";;38846;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1971 - 1978";"ciepła woda bieżąca";"";"-";;38775;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1971 - 1978";"gaz z sieci";"";"-";;38287;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1971 - 1978";"gaz z butli";"";"-";;218;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1979 - 1988";"ogółem";"";"-";;34184;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1979 - 1988";"łazienka";"";"-";;34089;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1979 - 1988";"ciepła woda bieżąca";"";"-";;34003;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1979 - 1988";"gaz z sieci";"";"-";;33513;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1979 - 1988";"gaz z butli";"";"-";;142;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1989 - 2002";"ogółem";"";"-";;34896;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1989 - 2002";"łazienka";"";"-";;34758;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1989 - 2002";"ciepła woda bieżąca";"";"-";;34691;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1989 - 2002";"gaz z sieci";"";"-";;26262;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"1989 - 2002";"gaz z butli";"";"-";;973;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2003 - 2007";"ogółem";"";"-";;14259;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2003 - 2007";"łazienka";"";"-";;14205;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2003 - 2007";"ciepła woda bieżąca";"";"-";;14172;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2003 - 2007";"gaz z sieci";"";"-";;4151;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2003 - 2007";"gaz z butli";"";"-";;3508;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"ogółem";"";"-";;12068;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"łazienka";"";"-";;12046;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"ciepła woda bieżąca";"";"-";;12026;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"gaz z sieci";"";"-";;2008;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz okresu budowy budynku (Wymiary: Okres budowy; Rodzaj wyposażenia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"gaz z butli";"";"-";;4484;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"ogółem";"łazienka";"";"-";;245443;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"ogółem";"ciepła woda bieżąca";"";"-";;242681;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"ogółem";"gaz z sieci";"";"-";;215859;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"ogółem";"gaz z butli";"";"-";;15374;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"osób fizycznych";"ogółem";"";"-";;114468;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"osób fizycznych";"łazienka";"";"-";;111324;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"osób fizycznych";"ciepła woda bieżąca";"";"-";;109341;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"osób fizycznych";"gaz z sieci";"";"-";;102323;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"osób fizycznych";"gaz z butli";"";"-";;4204;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"gminy";"ogółem";"";"-";;42091;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"gminy";"łazienka";"";"-";;36476;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"gminy";"ciepła woda bieżąca";"";"-";;36097;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"gminy";"gaz z sieci";"";"-";;40874;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w łazienkę, ciepłą wodę i gaz oraz rodzaju podmiotów (Wymiary: Rodzaje własności; Rodzaj wyposażenia)";"gminy";"gaz z butli";"";"-";;479;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"wodociąg razem";"";"-";;253999;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"wodociąg z sieci";"";"-";;252573;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"wodociąg lokalny";"";"-";;1369;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"bez wodociągu";"";"-";;551;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"ustęp spłukiwany razem";"";"-";;248704;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"ustęp spłukiwany z odprowadzeniem do sieci";"";"-";;237036;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania ogółem";"ustęp spłukiwany z odprowadzeniem do urządzenia lokalnego";"";"-";;11611;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania zamieszkane stale";"ogółem";"";"-";;254430;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania zamieszkane stale";"wodociąg razem";"";"-";;253588;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania zamieszkane stale";"wodociąg z sieci";"";"-";;252166;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania zamieszkane stale";"wodociąg lokalny";"";"-";;1365;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane wg wyposażenia w wodociąg i ustęp (Wymiary: Ludność / mieszkania; Rodzaje instalacji)";"mieszkania zamieszkane stale";"bez wodociągu";"";"-";;550;
